,A,CS2,C_WP,DER,DP,E,G2,GS2,INN,PB,PO,SB2,SBPCT,TC,team,year
2494,2016,-,-,-,93,205,155,155,1370.0,24,3387,-,.---,5608,New York Giants,1904
2495,1952,-,-,-,99,217,155,155,1407.1,24,3385,-,.---,5554,Chicago Cubs,1904
2496,2032,-,-,-,112,234,155,155,1382.2,25,3218,-,.---,5484,Pittsburgh Pirates,1904
2497,1717,0,-,-,64,226,152,152,1383.1,21,3338,0,.---,5281,Philadelphia Athletics,1904
2498,2120,-,-,-,78,250,156,156,1384.2,20,3439,-,.---,5809,St. Louis Browns,1904
2499,1859,-,-,-,99,238,155,155,1398.2,13,3169,-,.---,5266,Philadelphia Phillies,1904
2500,1792,-,-,-,80,235,154,154,1348.0,19,3111,-,.---,5138,Detroit Tigers,1904
2501,1883,-,-,-,75,249,153,153,1356.1,26,3282,-,.---,5414,Boston Americans,1904
2502,1964,-,-,-,83,247,154,120,1038.2,17,3152,-,.---,5363,St. Louis Cardinals,1904
2503,2086,0,-,-,122,259,155,155,1365.2,36,3246,0,.---,5591,Cincinnati Reds,1904
2504,2079,-,-,-,89,265,156,156,1383.0,42,3344,-,.---,5688,Boston Beaneaters,1904
2505,1728,-,-,-,88,247,152,152,1353.2,23,3238,-,.---,5213,New York Highlanders,1904
2506,1991,-,-,-,76,273,154,154,1362.1,11,3212,-,.---,5476,Washington Senators,1904
2507,1945,-,-,-,101,346,155,155,1347.0,21,3160,-,.---,5451,Brooklyn Superbas,1904
2508,1955,-,-,-,83,202,157,157,1406.0,19,3406,-,.---,5563,Boston Americans,1903
2509,2118,-,-,-,78,213,156,156,1410.0,19,3384,-,.---,5715,St. Louis Browns,1903
2510,2118,-,-,-,95,213,156,156,1380.0,20,3302,-,.---,5633,Chicago White Sox,1903
2511,1787,0,-,-,67,213,155,155,1361.1,21,3355,0,.---,5355,Philadelphia Athletics,1903
2512,2048,-,-,-,90,232,155,155,1380.2,17,3398,-,.---,5678,New York Highlanders,1903
2513,1913,-,-,-,86,221,154,154,1356.2,14,3218,-,.---,5352,Cleveland Naps,1903
2514,2111,-,-,-,92,238,162,162,1430.0,21,3349,-,.---,5698,Detroit Tigers,1903
2515,2107,0,-,-,93,242,158,157,1396.2,14,3435,0,.---,5784,New York Giants,1903
2516,1993,-,-,-,89,245,156,156,1383.2,25,3392,-,.---,5630,Chicago Cubs,1903
2517,2020,-,-,-,93,247,156,156,1348.1,19,3245,-,.---,5512,Pittsburgh Pirates,1903
2518,2000,-,-,-,97,247,157,157,1359.2,13,3245,-,.---,5492,Washington Senators,1903
2519,1958,-,-,-,81,245,157,157,1392.2,27,3218,-,.---,5421,Cincinnati Reds,1903
2520,1985,-,-,-,83,280,155,115,1016.0,20,3246,-,.---,5511,St. Louis Cardinals,1903
2521,2030,-,-,-,91,298,155,155,1348.1,27,3280,-,.---,5608,Boston Beaneaters,1903
2522,1861,-,-,-,87,287,154,154,1337.1,13,3106,-,.---,5254,Brooklyn Superbas,1903
2523,1906,-,-,-,93,352,155,155,1339.1,18,3101,-,.---,5359,Philadelphia Phillies,1903
2524,1783,-,-,-,86,198,141,141,1255.0,26,3043,-,.---,5024,Boston Americans,1902
2525,1577,-,-,-,66,189,137,137,1207.0,20,2908,-,.---,4674,Philadelphia Athletics,1902
2526,1748,-,-,-,87,206,136,136,1201.1,21,2883,-,.---,4837,New York Highlanders,1902
2527,1731,-,-,-,86,217,140,140,1223.2,12,2826,-,.---,4774,Washington Senators,1902
2528,1756,-,-,-,84,226,141,141,1230.0,31,2911,-,.---,4893,Cincinnati Reds,1902
2529,1771,-,-,-,94,229,139,139,1222.1,12,2939,-,.---,4939,St. Louis Browns,1902
2530,1886,-,-,-,100,247,141,141,1251.1,25,3027,-,.---,5160,Pittsburgh Pirates,1902
2531,1759,-,-,-,98,240,139,139,1221.1,11,2841,-,.---,4840,Brooklyn Superbas,1902
2532,1689,-,-,-,87,247,142,142,1262.2,15,3038,-,.---,4974,New York Giants,1902
2533,1659,-,-,-,82,246,137,137,1196.0,19,2786,-,.---,4691,Detroit Tigers,1902
2534,1801,-,-,-,85,262,138,138,1235.0,30,2860,-,.---,4923,Chicago White Sox,1902
2535,1867,-,-,-,99,280,140,140,1243.2,24,2978,-,.---,5125,Cleveland Naps,1902
2536,1692,-,-,-,76,262,139,139,1212.1,20,2812,-,.---,4766,Philadelphia Phillies,1902
2537,1894,-,-,-,111,303,139,139,1212.1,19,2936,-,.---,5133,St. Louis Cardinals,1902
2538,1723,-,-,-,78,292,139,106,928.0,9,2904,-,.---,4919,Chicago Cubs,1902
2539,1782,-,-,-,89,309,140,140,1228.2,32,2964,-,.---,5055,Boston Beaneaters,1902
2540,1755,-,-,-,90,198,142,141,1259.2,14,3037,-,.---,4990,Boston Beaneaters,1901
2541,1832,-,-,-,101,205,138,138,1238.0,24,2959,-,.---,4996,Boston Americans,1901
2542,1830,-,-,-,122,213,140,139,1244.0,27,2901,-,.---,4944,St. Louis Browns,1901
2543,1791,-,-,-,125,212,138,138,1221.2,23,2839,-,.---,4842,Chicago White Sox,1901
2544,1736,-,-,-,87,221,142,141,1264.2,20,3029,-,.---,4986,Pittsburgh Pirates,1901
2545,1770,-,-,-,75,233,137,137,1216.1,13,2895,-,.---,4898,Philadelphia Athletics,1901
2546,1679,-,-,-,79,235,141,141,1256.0,20,2933,-,.---,4847,Brooklyn Superbas,1901
2547,1835,-,-,-,96,247,137,137,1204.1,29,2837,-,.---,4919,Cleveland Bronchos,1901
2548,1791,-,-,-,118,253,141,141,1239.0,27,2926,-,.---,4970,Cincinnati Reds,1901
2549,1703,-,-,-,81,253,138,138,1211.0,16,2903,-,.---,4859,Philadelphia Phillies,1901
2550,1772,0,-,-,70,257,138,138,1207.2,22,2776,0,.---,4805,Washington Senators,1901
2551,1878,-,-,-,107,274,140,140,1227.2,16,2920,-,.---,5072,St. Louis Cardinals,1901
2552,1746,-,-,-,104,270,141,139,1226.1,26,2950,-,.---,4966,New York Giants,1901
2553,1874,-,-,-,111,294,143,108,950.2,20,2973,-,.---,5141,Chicago Orphans,1901
2554,1836,0,-,-,111,285,137,137,1190.2,15,2751,0,.---,4872,Detroit Tigers,1901
2555,1703,-,-,-,109,295,141,140,1210.1,26,2762,-,.---,4760,Baltimore Orioles,1901
2556,1699,-,-,-,89,216,140,140,1263.0,16,2968,-,.---,4883,Boston Beaneaters,1900
2557,1705,-,-,-,65,221,140,140,1246.2,37,2829,-,.---,4755,Philadelphia Phillies,1900
2558,1851,-,-,-,108,253,142,142,1269.2,29,2954,-,.---,5058,St. Louis Cardinals,1900
2559,1611,-,-,-,99,237,137,137,1213.2,31,2832,-,.---,4680,Brooklyn Superbas,1900
2560,1704,-,-,-,97,250,140,140,1244.2,23,2900,-,.---,4854,Pittsburgh Pirates,1900
2561,1735,-,-,-,97,258,138,138,1183.0,15,2793,-,.---,4786,Washington Senators,1900
2562,1852,-,-,-,93,274,137,137,1200.2,23,2906,-,.---,5032,Philadelphia Athletics,1900
2563,1755,-,-,-,87,276,140,109,966.0,30,2914,-,.---,4945,Chicago Orphans,1900
2564,1826,-,-,-,81,287,141,141,1232.0,48,2995,-,.---,5108,New York Giants,1900
2565,1697,-,-,-,99,267,138,138,1182.1,35,2732,-,.---,4696,Cleveland Blues,1900
2566,1751,-,-,-,102,287,142,142,1265.2,13,3003,-,.---,5041,Cincinnati Reds,1900
2567,1832,-,-,-,104,286,138,138,1217.0,23,2881,-,.---,4999,Boston Americans,1900
2568,1805,-,-,-,100,298,137,137,1218.1,23,2847,-,.---,4950,Chicago White Sox,1900
2569,1841,-,-,-,106,314,139,139,1218.0,30,2871,-,.---,5026,Milwaukee Brewers,1900
2570,1859,-,-,-,127,339,136,135,1188.2,20,2785,-,.---,4983,Detroit Tigers,1900
2571,1514,-,-,-,76,346,135,134,1158.0,20,2585,-,.---,4445,Baltimore Orioles,1900
2572,1767,-,-,-,86,230,142,142,1240.1,49,2841,-,.---,4838,Boston Beaneaters,1899
2573,1786,-,-,-,102,249,141,141,1225.2,34,2772,-,.---,4807,Brooklyn Superbas,1899
2574,1891,-,-,-,125,263,141,141,1248.2,57,2877,-,.---,5031,Philadelphia Phillies,1899
2575,1963,-,-,-,120,274,144,144,1274.2,46,2954,-,.---,5191,Cincinnati Reds,1899
2576,1792,-,-,-,106,268,140,140,1229.0,43,2848,-,.---,4908,Pittsburgh Pirates,1899
2577,1771,-,-,-,73,272,141,141,1217.1,32,2757,-,.---,4800,St. Louis Cardinals,1899
2578,1921,-,-,-,98,349,146,120,1048.2,35,2947,-,.---,5217,Chicago Orphans,1899
2579,1959,-,-,-,124,383,141,141,1207.1,37,2794,-,.---,5136,New York Giants,1899
2580,1886,-,-,-,124,256,153,153,1348.0,24,3107,-,.---,5249,Boston Beaneaters,1898
2581,1789,-,-,-,96,249,151,151,1304.1,28,2893,-,.---,4931,Baltimore Orioles,1898
2582,1850,-,-,-,111,274,156,156,1361.0,25,3083,-,.---,5207,Cincinnati Reds,1898
2583,2034,-,-,-,98,293,154,154,1364.0,31,3175,-,.---,5502,Pittsburgh Pirates,1898
2584,1872,0,-,-,125,278,148,148,1269.1,19,2940,0,.---,5090,Brooklyn Superbas,1898
2585,2069,0,-,-,117,327,155,155,1340.2,22,3132,0,.---,5528,St. Louis Cardinals,1898
2586,1942,-,-,-,121,314,154,154,1264.0,26,2898,-,.---,5154,Cleveland Spiders,1898
2587,1897,-,-,-,110,324,154,154,1333.1,47,3028,-,.---,5249,Philadelphia Phillies,1898
2588,1993,-,-,-,101,336,155,155,1351.2,13,3090,-,.---,5419,Louisville Colonels,1898
2589,1810,-,-,-,99,337,155,155,1300.1,33,2908,-,.---,5055,Washington Senators,1898
2590,2096,-,-,-,145,379,152,113,976.2,15,3098,-,.---,5573,Chicago Orphans,1898
2591,2033,-,-,-,140,374,151,151,1278.1,38,3079,-,.---,5486,New York Giants,1898
2592,1912,-,-,-,95,245,156,156,1334.0,20,3123,-,.---,5280,Cleveland Spiders,1897
2593,1829,-,-,-,102,252,152,152,1340.0,46,3160,-,.---,5241,Boston Beaneaters,1897
2594,1948,-,-,-,128,257,157,157,1385.1,20,3127,-,.---,5332,Cincinnati Reds,1897
2595,1902,-,-,-,105,272,152,152,1323.2,24,3041,-,.---,5215,Pittsburgh Pirates,1897
2596,1774,-,-,-,105,271,153,153,1323.0,35,3090,-,.---,5135,Baltimore Orioles,1897
2597,1980,-,-,-,125,286,149,149,1298.2,25,3022,-,.---,5288,Brooklyn Bridegrooms,1897
2598,1994,-,-,-,97,313,154,154,1324.1,26,3062,-,.---,5369,St. Louis Cardinals,1897
2599,1842,-,-,-,114,321,154,154,1334.0,30,3047,-,.---,5210,Louisville Colonels,1897
2600,1939,-,-,-,149,335,152,147,1301.2,24,3141,-,.---,5415,Chicago Orphans,1897
2601,2032,-,-,-,113,371,156,156,1353.2,56,3375,-,.---,5778,New York Giants,1897
2602,1745,-,-,-,102,322,150,150,1288.1,27,2924,-,.---,4991,Philadelphia Phillies,1897
2603,1792,-,-,-,119,373,155,155,1307.0,16,2976,-,.---,5141,Washington Senators,1897
2604,1530,-,-,-,74,203,130,130,1119.1,17,2596,-,.---,4329,Cleveland Spiders,1896
2605,1518,-,-,-,100,205,134,134,1156.2,14,2567,-,.---,4290,Cincinnati Reds,1896
2606,1685,-,-,-,110,236,136,136,1197.2,39,2816,-,.---,4737,Baltimore Orioles,1896
2607,1630,-,-,-,80,233,135,135,1194.1,31,2784,-,.---,4647,Boston Beaneaters,1896
2608,1498,-,-,-,72,251,133,133,1155.1,25,2626,-,.---,4375,Philadelphia Phillies,1896
2609,1769,-,-,-,84,298,132,132,1127.1,23,2605,-,.---,4672,St. Louis Cardinals,1896
2610,1529,-,-,-,70,289,134,134,1153.1,23,2660,-,.---,4478,Pittsburgh Pirates,1896
2611,1754,-,-,-,111,322,138,138,1197.0,29,2853,-,.---,4929,Chicago Colts,1896
2612,1669,-,-,-,99,308,136,136,1194.2,28,2692,-,.---,4669,Brooklyn Bridegrooms,1896
2613,1648,-,-,-,103,313,133,133,1148.0,24,2644,-,.---,4605,Washington Senators,1896
2614,1707,-,-,-,84,319,133,133,1138.0,44,2651,-,.---,4677,Louisville Colonels,1896
2615,1670,-,-,-,109,341,136,136,1187.1,33,2893,-,.---,4904,New York Giants,1896
2616,1542,-,-,-,107,186,128,128,1108.0,19,2492,-,.---,4220,Cincinnati Reds,1895
2617,1759,-,-,-,117,230,135,135,1195.2,28,2781,-,.---,4770,Cleveland Spiders,1895
2618,1659,-,-,-,104,245,133,133,1144.0,17,2631,-,.---,4535,Brooklyn Bridegrooms,1895
2619,1570,-,-,-,103,262,131,131,1159.1,26,2645,-,.---,4477,Pittsburgh Pirates,1895
2620,1557,-,-,-,114,263,132,132,1168.1,33,2663,-,.---,4483,Baltimore Orioles,1895
2621,1562,-,-,-,112,254,130,130,1117.0,27,2471,-,.---,4287,Philadelphia Phillies,1895
2622,1602,-,-,-,115,287,132,132,1161.1,31,2665,-,.---,4554,Chicago Colts,1895
2623,1651,-,-,-,73,294,131,131,1130.2,29,2596,-,.---,4541,St. Louis Cardinals,1895
2624,1686,-,-,-,94,311,132,132,1155.2,41,2701,-,.---,4698,Boston Beaneaters,1895
2625,1588,-,-,-,90,310,133,133,1136.2,43,2689,-,.---,4587,New York Giants,1895
2626,1625,-,-,-,99,321,133,133,1136.2,32,2585,-,.---,4531,Washington Senators,1895
2627,1685,-,-,-,110,375,134,134,1148.2,29,2691,-,.---,4751,Louisville Colonels,1895
2628,1645,-,-,-,96,255,132,132,1150.2,20,2627,-,.---,4527,Brooklyn Grooms,1894
2629,1559,-,-,-,108,250,131,131,1134.1,20,2575,-,.---,4384,Baltimore Orioles,1894
2630,1631,-,-,-,77,262,131,131,1143.2,47,2640,-,.---,4533,Cleveland Spiders,1894
2631,1593,-,-,-,104,271,132,132,1175.1,45,2732,-,.---,4596,Boston Beaneaters,1894
2632,1595,-,-,-,93,289,133,133,1161.0,28,2632,-,.---,4516,Philadelphia Phillies,1894
2633,1607,-,-,-,112,291,132,132,1147.1,27,2571,-,.---,4469,Cincinnati Reds,1894
2634,1676,-,-,-,95,322,133,133,1171.2,39,2764,-,.---,4762,Pittsburgh Pirates,1894
2635,1538,-,-,-,94,305,135,135,1152.1,25,2568,-,.---,4411,St. Louis Cardinals,1894
2636,1639,-,-,-,113,326,133,133,1150.2,38,2653,-,.---,4618,Chicago Colts,1894
2637,1664,-,-,-,106,372,132,132,1147.1,44,2740,-,.---,4776,New York Giants,1894
2638,1596,-,-,-,96,360,132,132,1101.2,29,2520,-,.---,4476,Washington Senators,1894
2639,1585,-,-,-,104,369,132,132,1117.1,31,2503,-,.---,4457,Louisville Colonels,1894
2640,1574,-,-,-,105,245,129,129,1116.1,29,2541,-,.---,4360,Baltimore Orioles,1893
2641,1609,-,-,-,106,280,132,132,1164.2,42,2615,-,.---,4504,Pittsburgh Pirates,1893
2642,1526,-,-,-,107,272,130,130,1124.1,31,2547,-,.---,4345,Cleveland Spiders,1893
2643,1462,-,-,-,111,287,129,129,1125.2,45,2501,-,.---,4250,Philadelphia Phillies,1893
2644,1548,-,-,-,120,302,133,133,1166.0,35,2596,-,.---,4446,Boston Beaneaters,1893
2645,1698,-,-,-,119,320,132,132,1147.1,18,2577,-,.---,4595,Cincinnati Reds,1893
2646,1579,-,-,-,109,328,133,133,1161.0,40,2693,-,.---,4600,St. Louis Cardinals,1893
2647,1507,-,-,-,85,320,134,134,1162.1,32,2598,-,.---,4425,Brooklyn Grooms,1893
2648,1661,-,-,-,101,369,137,137,1212.0,47,2853,-,.---,4883,New York Giants,1893
2649,1541,-,-,-,130,330,129,129,1096.2,31,2481,-,.---,4352,Louisville Colonels,1893
2650,1549,-,-,-,113,342,134,134,1148.0,30,2592,-,.---,4483,Chicago Colts,1893
2651,1564,-,-,-,81,403,132,132,1107.0,36,2494,-,.---,4461,Washington Senators,1893
2652,1732,-,-,-,138,236,131,131,1172.0,43,2725,-,.---,4693,Cincinnati Reds,1892
2653,1708,-,-,-,121,248,133,133,1189.0,28,2687,-,.---,4643,Philadelphia Phillies,1892
2654,1727,-,-,-,112,260,131,131,1167.0,45,2729,-,.---,4716,Pittsburgh Pirates,1892
2655,1588,-,-,-,111,244,126,126,1080.0,40,2433,-,.---,4265,Louisville Colonels,1892
2656,1616,-,-,-,118,282,131,131,1163.2,32,2678,-,.---,4576,Boston Beaneaters,1892
2657,1719,-,-,-,92,301,129,129,1140.1,50,2644,-,.---,4664,Cleveland Spiders,1892
2658,1601,-,-,-,88,312,130,130,1154.0,31,2680,-,.---,4593,Brooklyn Grooms,1892
2659,1606,-,-,-,110,331,135,135,1207.0,62,2805,-,.---,4742,St. Louis Cardinals,1892
2660,1563,-,-,-,95,312,130,130,1123.2,44,2569,-,.---,4444,Baltimore Orioles,1892
2661,1781,-,-,-,95,355,136,136,1211.1,77,2874,-,.---,5010,New York Giants,1892
2662,1544,-,-,-,92,330,128,128,1117.1,38,2594,-,.---,4468,Chicago Colts,1892
2663,1682,-,-,-,96,412,130,130,1139.0,46,2648,-,.---,4742,Washington Senators,1892
2664,2024,-,-,-,140,326,155,155,1377.1,56,3298,-,.---,5648,Cincinnati Reds,1891
2665,1831,-,-,-,128,319,155,155,1379.0,43,3269,-,.---,5419,Philadelphia Phillies,1891
2666,1934,-,-,-,98,350,158,158,1405.2,71,3407,-,.---,5691,Brooklyn Grooms,1891
2667,1796,-,-,-,95,333,152,152,1336.0,30,3129,-,.---,5258,Cleveland Spiders,1891
2668,1833,-,-,-,85,340,146,146,1298.0,41,3134,-,.---,5307,Chicago Colts,1891
2669,1837,0,-,-,100,351,155,155,1344.2,53,3212,0,.---,5400,St. Louis Cardinals,1891
2670,1897,-,-,-,127,371,152,152,1336.0,54,3211,-,.---,5479,Boston Beaneaters,1891
2671,2026,-,-,-,113,387,152,152,1347.1,62,3264,-,.---,5677,Pittsburgh Pirates,1891
2672,1964,-,-,-,133,384,154,154,1346.0,81,3202,-,.---,5550,Louisville Colonels,1891
2673,1924,-,-,-,122,447,153,153,1315.1,59,3161,-,.---,5532,Washington Senators,1891
2674,1919,-,-,-,100,470,152,152,1298.2,59,3139,-,.---,5528,Baltimore Orioles,1891
2675,1858,-,-,-,97,487,152,152,1322.2,138,3274,-,.---,5619,New York Giants,1891
2676,1609,-,-,-,96,293,140,140,1241.2,36,2960,-,.---,4862,Boston Beaneaters,1890
2677,1757,0,-,-,126,305,138,138,1213.1,59,2948,0,.---,5010,Columbus Colts,1890
2678,1680,-,-,-,104,309,136,136,1204.0,73,3021,-,.---,5010,New York Giants,1890
2679,1802,-,-,-,115,321,139,139,1219.2,59,3013,-,.---,5136,Boston Reds,1890
2680,1847,-,-,-,101,333,138,138,1218.2,61,2985,-,.---,5165,Cincinnati Reds,1890
2681,1765,-,-,-,119,325,137,137,1220.2,63,2948,-,.---,5038,Chicago Colts,1890
2682,1616,-,-,-,109,329,142,142,1233.2,63,2939,-,.---,4884,Philadelphia Athletics,1890
2683,1718,-,-,-,108,360,138,138,1229.1,53,2877,-,.---,4955,Philadelphia Phillies,1890
2684,1785,-,-,-,86,397,141,141,1244.0,55,2952,-,.---,5134,Cleveland Spiders,1890
2685,1627,-,-,-,76,377,137,137,1197.2,64,2860,-,.---,4864,Pittsburgh Pirates,1890
2686,1626,-,-,-,91,392,141,141,1222.2,73,2984,-,.---,5002,St. Louis Cardinals,1890
2687,1684,-,-,-,113,390,140,140,1226.0,98,2895,-,.---,4969,Louisville Colonels,1890
2688,1572,-,-,-,73,374,137,137,1204.2,36,2798,-,.---,4744,Brooklyn Grooms,1890
2689,426,-,-,-,20,102,36,36,309.2,12,757,-,.---,1285,Milwaukee Brewers,1890
2690,1654,-,-,-,103,403,139,139,1217.0,58,2867,-,.---,4924,Baltimore Orioles,1890
2691,1292,-,-,-,68,332,102,102,902.0,45,2129,-,.---,3753,Cincinnati Kelly's Killers,1890
2692,1701,-,-,-,95,463,139,139,1181.0,76,2890,-,.---,5054,Washington Senators,1890
2693,1631,-,-,-,89,280,139,139,1237.1,72,2857,-,.---,4768,Chicago Colts,1889
2694,1541,-,-,-,92,280,129,129,1145.0,58,2743,-,.---,4564,Brooklyn Bridegrooms,1889
2695,1530,-,-,-,77,300,134,134,1187.0,34,2836,-,.---,4666,Boston Beaneaters,1889
2696,1691,-,-,-,101,327,140,140,1214.2,90,3028,-,.---,5046,Columbus Colts,1889
2697,1530,-,-,-,122,316,133,133,1194.2,57,2870,-,.---,4716,Philadelphia Phillies,1889
2698,1664,-,-,-,79,333,134,134,1206.0,84,2928,-,.---,4925,Louisville Colonels,1889
2699,1646,-,-,-,106,332,134,134,1190.2,68,2917,-,.---,4895,Cincinnati Reds,1889
2700,1677,-,-,-,108,326,136,130,1140.1,59,2774,-,.---,4777,Cleveland Spiders,1889
2701,428,-,-,-,21,89,38,38,315.1,17,752,-,.---,1269,Baltimore Orioles,1889
2702,1653,-,-,-,104,349,135,135,1177.0,96,2958,-,.---,4960,New York Giants,1889
2703,1627,-,-,-,95,336,133,133,1161.2,51,2802,-,.---,4765,Rochester Hop Bitters,1889
2704,1483,-,-,-,90,324,127,127,1089.2,85,2607,-,.---,4414,Syracuse Stars,1889
2705,1595,-,-,-,75,360,134,134,1159.1,107,2792,-,.---,4747,Toledo Maumees,1889
2706,1647,-,-,-,94,369,132,132,1172.1,70,2825,-,.---,4841,New York Giants,1889
2707,1693,-,-,-,116,362,134,134,1141.0,63,2677,-,.---,4732,Buffalo Bisons,1889
2708,1533,-,-,-,93,404,138,138,1195.1,60,2970,-,.---,4907,St. Louis Cardinals,1889
2709,1578,-,-,-,93,387,132,132,1132.0,65,2729,-,.---,4694,Philadelphia Athletics,1889
2710,1744,-,-,-,107,416,138,138,1219.1,46,2877,-,.---,5037,Chicago Pirates,1889
2711,1654,-,-,-,109,394,130,130,1137.1,46,2680,-,.---,4728,Boston Reds,1889
2712,1683,-,-,-,114,433,133,133,1184.0,50,2743,-,.---,4859,Brooklyn Wonders,1889
2713,1599,-,-,-,80,418,128,128,1116.2,52,2574,-,.---,4591,Pittsburgh Burghers,1889
2714,1316,-,-,-,92,338,100,100,879.0,52,2047,-,.---,3701,Brooklyn Gladiators,1889
2715,1686,-,-,-,103,437,131,131,1143.2,85,2647,-,.---,4770,Cleveland Infants,1889
2716,1594,-,-,-,118,438,132,132,1154.1,55,2652,-,.---,4684,Philadelphia Quakers,1889
2717,1643,-,-,-,94,490,138,138,1176.1,77,2717,-,.---,4850,Pittsburgh Pirates,1889
2718,1712,-,-,-,108,317,136,136,1191.2,84,2837,-,.---,4866,Cleveland Spiders,1888
2719,1604,-,-,-,94,306,134,134,1130.2,77,2706,-,.---,4616,Pittsburgh Pirates,1888
2720,1623,-,-,-,105,328,133,133,1166.0,46,2807,-,.---,4758,Boston Beaneaters,1888
2721,1701,-,-,-,121,352,141,141,1243.0,112,3013,-,.---,5066,Cincinnati Red Stockings,1888
2722,1675,-,-,-,102,344,135,135,1174.1,73,2816,-,.---,4835,Indianapolis Hoosiers,1888
2723,1756,-,-,-,91,369,136,136,1237.0,92,2983,-,.---,5108,Chicago White Stockings,1888
2724,1679,-,-,-,92,358,138,138,1212.2,87,2885,-,.---,4922,Brooklyn Bridegrooms,1888
2725,1578,-,-,-,100,359,140,140,1237.2,110,2901,-,.---,4838,St. Louis Cardinals,1888
2726,1513,-,-,-,90,345,131,131,1151.0,51,2788,-,.---,4646,New York Giants,1888
2727,1698,-,-,-,92,385,139,139,1199.0,131,2923,-,.---,5006,Columbus Colts,1888
2728,1698,-,-,-,120,379,138,138,1199.1,75,2821,-,.---,4898,Philadelphia Athletics,1888
2729,1521,-,-,-,92,405,130,130,1153.1,59,2712,-,.---,4638,Philadelphia Phillies,1888
2730,1891,-,-,-,117,482,140,140,1226.1,151,2883,-,.---,5256,Louisville Colonels,1888
2731,1524,-,-,-,91,425,127,127,1103.0,54,2589,-,.---,4538,Washington Senators,1888
2732,1565,-,-,-,104,457,139,139,1192.0,95,2787,-,.---,4809,Baltimore Orioles,1888
2733,1768,-,-,-,109,499,139,139,1204.1,110,2828,-,.---,5095,Kansas City Blues,1888
2734,1654,-,-,-,112,331,135,135,1186.1,105,2927,-,.---,4912,Chicago White Stockings,1887
2735,1611,-,-,-,88,337,138,138,1203.1,94,2814,-,.---,4762,Pittsburgh Pirates,1887
2736,1525,-,-,-,73,355,137,137,1212.2,98,2873,-,.---,4753,St. Louis Cardinals,1887
2737,1552,-,-,-,76,368,137,137,1208.0,128,2983,-,.---,4903,New York Giants,1887
2738,1580,-,-,-,70,353,131,131,1167.0,78,2770,-,.---,4703,Philadelphia Phillies,1887
2739,1651,-,-,-,88,381,137,137,1200.1,118,2941,-,.---,4973,Baltimore Orioles,1887
2740,1729,-,-,-,100,395,137,137,1237.2,96,3003,-,.---,5127,Cincinnati Red Stockings,1887
2741,1624,-,-,-,83,383,134,134,1199.0,41,2897,-,.---,4904,Detroit Wolverines,1887
2742,1648,-,-,-,84,379,136,136,1187.2,96,2796,-,.---,4823,Indianapolis Hoosiers,1887
2743,1700,-,-,-,87,400,135,135,1171.0,129,2892,-,.---,4992,Cleveland Spiders,1887
2744,1733,-,-,-,91,410,137,137,1225.1,89,2952,-,.---,5095,Boston Beaneaters,1887
2745,1578,-,-,-,69,383,136,136,1179.1,94,2675,-,.---,4636,Washington Senators,1887
2746,1862,-,-,-,95,422,132,132,1157.2,114,2820,-,.---,5104,Kansas City Blues,1887
2747,1694,-,-,-,73,419,136,136,1208.2,132,2950,-,.---,5063,Philadelphia Athletics,1887
2748,1705,-,-,-,88,434,143,143,1286.1,98,3085,-,.---,5224,Brooklyn Bridegrooms,1887
2749,1703,-,-,-,75,503,139,139,1231.1,131,3024,-,.---,5230,Louisville Colonels,1887
2750,1507,-,-,-,92,310,127,127,1116.1,44,2562,-,.---,4379,Detroit Wolverines,1886
2751,1527,-,-,-,70,314,125,125,1108.2,99,2534,-,.---,4375,Pittsburgh Pirates,1886
2752,1619,-,-,-,99,357,127,127,1126.0,115,2798,-,.---,4774,Chicago White Stockings,1886
2753,1593,-,-,-,83,344,129,129,1111.2,112,2661,-,.---,4598,New York Giants,1886
2754,1621,-,-,-,105,359,127,127,1088.0,126,2571,-,.---,4551,Indianapolis Hoosiers,1886
2755,1440,-,-,-,76,362,128,128,1132.2,96,2649,-,.---,4451,Philadelphia Phillies,1886
2756,1620,-,-,-,86,386,137,137,1199.1,110,2726,-,.---,4732,St. Louis Cardinals,1886
2757,1624,-,-,-,106,412,135,135,1182.2,115,2732,-,.---,4768,Cincinnati Red Stockings,1886
2758,1533,-,-,-,77,398,126,126,1090.1,129,2671,-,.---,4602,Washington Senators,1886
2759,1540,-,-,-,95,426,137,137,1186.1,167,2738,-,.---,4704,Philadelphia Athletics,1886
2760,1674,-,-,-,66,472,141,141,1220.0,145,2959,-,.---,5105,Baltimore Orioles,1886
2761,1710,-,-,-,88,460,138,138,1185.1,117,2780,-,.---,4950,Brooklyn Grays,1886
2762,1653,-,-,-,83,472,137,137,1205.2,135,2864,-,.---,4989,Louisville Colonels,1886
2763,1594,-,-,-,94,436,127,127,1100.2,90,2555,-,.---,4585,Boston Beaneaters,1886
2764,1626,-,-,-,97,472,133,133,1136.0,120,2657,-,.---,4755,Cleveland Spiders,1886
2765,1709,-,-,-,102,515,138,138,1179.1,102,2715,-,.---,4939,New York Metropolitans,1886
2766,1450,-,-,-,70,299,124,124,1062.0,127,2558,-,.---,4307,New York Giants,1885
2767,1429,-,-,-,82,320,126,126,1103.2,76,2713,-,.---,4462,Detroit Wolverines,1885
2768,1633,-,-,-,90,364,140,140,1226.0,162,2961,-,.---,4958,Pittsburgh Pirates,1885
