,AO1,BB1,BK,CG,CS1,ER,ERA,G1,GF,GIDP,GO1,GO_AO1,GS,H1,HB,HLD,HR1,IBB1,IP,L,NP,OBP1,OPS,PK,R1,SB1,SHO,SLG1,SO1,SV,SVO,TBF,W,WHIP,WP,WPCT,team,year
128,1416,464,3,2,22,718,4.51,162,160,125,1565,1.11,162,1459,50,66,185,28,1433.1,93,23471,.322,.744,11,761,75,7,.422,1188,42,65,6144,69,1.34,70,.426,Oakland Athletics,2015
129,1431,534,5,1,33,700,4.37,162,161,168,1573,1.10,162,1441,53,103,201,16,1443.0,67,23637,.329,.753,5,757,82,6,.424,1154,56,73,6186,95,1.37,45,.586,Texas Rangers,2015
130,1450,462,4,3,39,672,4.24,161,158,129,1436,0.99,161,1417,51,75,182,25,1428.0,75,23532,.320,.741,9,721,71,8,.421,1232,47,66,6048,86,1.32,44,.534,Detroit Tigers,2015
131,1443,517,7,3,42,674,4.21,162,159,117,1441,1.00,162,1433,60,81,206,8,1440.0,81,23961,.327,.750,13,712,55,7,.423,1287,41,60,6182,81,1.35,55,.500,Kansas City Royals,2015
132,1229,475,1,2,26,656,4.08,162,160,149,1686,1.37,162,1432,52,70,159,35,1448.1,76,23345,.320,.722,6,712,85,10,.402,1290,38,55,6164,86,1.32,50,.531,St. Louis Cardinals,2015
133,1402,569,3,1,29,708,4.43,162,161,147,1553,1.11,162,1425,53,74,183,44,1440.0,94,24103,.330,.753,9,770,98,9,.422,1222,35,53,6228,68,1.38,67,.420,San Diego Padres,2015
134,1358,545,3,1,37,671,4.22,162,161,145,1508,1.11,162,1408,51,60,183,23,1432.0,73,24317,.328,.750,3,715,69,9,.421,1248,54,68,6122,89,1.36,59,.549,Baltimore Orioles,2015
135,1483,521,2,7,20,659,4.10,162,155,123,1432,0.97,162,1422,68,87,185,30,1446.2,84,23883,.326,.746,4,715,89,10,.419,1270,43,71,6195,78,1.34,72,.481,Chicago White Sox,2015
136,1470,547,4,1,25,725,4.51,161,160,106,1522,1.04,161,1414,70,64,177,55,1447.2,93,24341,.328,.744,14,779,132,9,.416,1227,39,58,6250,68,1.35,83,.422,Atlanta Braves,2015
137,1335,453,2,2,31,663,4.06,162,160,113,1514,1.13,162,1441,39,102,181,19,1468.0,78,24039,.314,.737,5,701,67,8,.424,1396,44,64,6180,84,1.29,98,.519,Houston Astros,2015
138,1516,491,7,1,31,665,4.20,162,161,109,1282,0.85,162,1395,32,75,210,25,1426.1,94,24117,.318,.734,10,713,91,8,.416,1357,42,60,6076,68,1.32,61,.420,Tampa Bay Rays,2015
139,1364,439,7,1,45,574,3.57,162,161,117,1436,1.05,162,1397,35,102,152,39,1447.0,75,23609,.311,.706,10,617,135,13,.395,1396,55,71,6067,87,1.27,50,.537,New York Mets,2015
140,1457,460,7,2,32,647,4.00,162,160,135,1447,0.99,162,1410,55,97,213,30,1457.0,76,23543,.314,.739,9,707,81,8,.425,1318,49,74,6147,86,1.28,52,.531,Seattle Mariners,2015
141,1364,595,3,0,38,646,4.05,161,161,119,1405,1.03,161,1358,61,97,152,62,1435.0,82,24244,.329,.724,10,682,76,12,.394,1379,55,84,6164,79,1.36,66,.491,Miami Marlins,2015
142,1279,444,2,0,31,660,4.16,162,162,100,1491,1.17,162,1358,57,80,214,15,1428.1,78,23518,.310,.734,5,702,86,10,.424,1393,48,64,6023,84,1.26,52,.519,New York Yankees,2015
143,1472,490,0,9,33,640,4.00,162,153,117,1342,0.91,162,1342,65,82,176,16,1439.2,69,23588,.314,.711,3,694,59,5,.397,1362,43,61,6073,93,1.27,52,.574,Boston Red Sox,2015
144,1372,439,6,10,35,593,3.65,162,152,120,1549,1.13,162,1334,46,125,158,30,1460.1,75,23350,.303,.695,11,631,71,11,.392,1309,43,72,6048,87,1.21,40,.537,San Francisco Giants,2015
145,1262,461,7,5,32,617,3.84,161,156,103,1548,1.23,161,1330,34,54,186,34,1445.0,67,23297,.304,.711,5,676,51,11,.407,1398,37,48,6033,94,1.24,49,.584,Cleveland Indians,2015
146,1377,461,7,0,20,613,3.78,162,162,127,1561,1.13,162,1340,59,74,183,10,1459.1,73,23244,.305,.703,5,666,84,10,.398,1314,43,66,6113,89,1.23,50,.549,Toronto Blue Jays,2015
147,1381,468,4,1,29,570,3.51,162,161,124,1380,1.00,162,1272,57,91,155,43,1459.2,67,23673,.300,.677,4,612,54,12,.376,1476,46,60,6036,95,1.19,47,.586,Washington Nationals,2015
148,1354,464,5,3,36,598,3.70,162,159,84,1365,1.01,162,1266,53,102,165,51,1453.0,71,24092,.298,.674,19,638,87,15,.375,1510,47,69,6014,91,1.19,58,.562,Los Angeles Dodgers,2015
149,1284,495,0,5,38,511,3.15,162,157,98,1525,1.19,162,1125,63,74,163,24,1459.2,58,23340,.285,.633,10,556,133,15,.348,1441,38,53,5933,103,1.11,80,.640,Chicago Cubs,2015
150,1283,579,6,4,35,799,5.04,162,158,153,1706,1.33,162,1579,48,100,183,42,1426.1,94,23805,.353,.814,11,844,92,4,.461,1112,36,61,6308,68,1.51,66,.420,Colorado Rockies,2014
151,1511,488,7,1,32,749,4.69,162,161,123,1524,1.01,162,1592,61,53,191,37,1436.1,99,23838,.341,.786,7,809,79,7,.445,1153,35,51,6332,63,1.45,60,.389,Philadelphia Phillies,2014
152,1547,413,2,2,22,653,4.07,162,160,131,1586,1.03,162,1506,41,77,163,34,1443.0,79,22979,.321,.739,6,700,93,12,.418,1046,45,60,6139,83,1.33,54,.512,Minnesota Twins,2014
153,1445,550,9,3,33,698,4.41,162,159,165,1496,1.04,162,1462,53,82,170,45,1425.1,95,23201,.339,.765,18,760,84,10,.426,1148,44,70,6156,67,1.41,53,.414,Atlanta Braves,2014
154,1558,489,8,7,43,746,4.64,161,154,137,1504,0.97,161,1491,46,49,193,32,1447.0,87,23675,.330,.774,13,803,72,12,.444,1100,35,59,6188,74,1.37,60,.460,Detroit Tigers,2014
155,1435,478,10,3,38,694,4.31,162,159,126,1545,1.08,162,1486,62,63,178,17,1448.1,84,23904,.327,.751,13,753,75,10,.424,1218,40,61,6224,78,1.36,79,.481,Boston Red Sox,2014
156,1483,508,5,5,25,680,4.24,162,157,143,1603,1.08,162,1459,63,94,171,29,1442.2,74,24193,.328,.747,10,733,82,9,.419,1095,45,62,6215,88,1.36,51,.543,Texas Rangers,2014
157,1297,517,5,1,46,682,4.28,162,161,135,1585,1.22,162,1432,55,73,176,36,1435.0,94,23680,.329,.750,6,737,104,7,.422,1260,40,53,6148,68,1.36,71,.420,Milwaukee Brewers,2014
158,1376,474,2,7,30,643,3.98,162,155,134,1465,1.06,162,1443,62,61,162,34,1452.2,86,23873,.322,.733,13,701,75,9,.410,1359,37,52,6181,76,1.32,61,.469,Chicago White Sox,2014
159,1434,544,11,2,31,700,4.33,162,160,117,1547,1.08,162,1436,58,63,177,42,1453.1,98,24224,.328,.748,6,754,100,8,.420,1252,35,57,6271,64,1.36,54,.395,Cincinnati Reds,2014
160,1415,500,3,1,28,659,4.04,162,161,125,1627,1.15,162,1450,48,86,182,45,1466.2,83,24252,.322,.744,6,713,73,12,.423,1215,44,65,6257,79,1.33,51,.488,Arizona Diamondbacks,2014
161,1386,483,0,0,29,646,4.05,162,162,116,1522,1.10,162,1406,54,55,174,27,1434.2,81,23574,.321,.739,6,693,62,10,.418,1233,43,58,6085,81,1.32,46,.500,Baltimore Orioles,2014
162,1364,491,5,6,40,677,4.16,162,156,127,1584,1.16,162,1430,70,101,181,41,1463.0,86,23431,.322,.734,15,726,65,12,.412,1283,45,71,6223,76,1.31,72,.469,Seattle Mariners,2014
163,1449,508,3,0,25,638,4.02,162,162,145,1515,1.05,162,1374,52,80,141,25,1427.0,91,22956,.322,.718,5,678,74,12,.396,1152,35,56,6050,71,1.32,53,.438,Miami Marlins,2014
164,1479,474,4,5,40,664,4.14,162,157,130,1547,1.05,162,1402,47,41,172,19,1444.2,94,23497,.316,.716,9,729,78,15,.400,1179,28,53,6128,68,1.30,62,.420,Oakland Athletics,2014
165,1311,474,4,3,36,652,4.03,162,159,113,1563,1.19,162,1416,56,80,182,16,1457.2,75,24237,.316,.722,11,698,71,4,.406,1370,48,60,6191,87,1.30,78,.537,New York Yankees,2014
166,1250,516,3,1,60,655,4.09,162,161,119,1508,1.21,162,1371,54,63,171,35,1440.1,88,24009,.321,.735,11,731,122,6,.414,1393,41,58,6093,74,1.31,54,.457,San Diego Padres,2014
167,1381,364,4,4,32,577,3.62,162,158,102,1466,1.06,162,1366,55,78,145,37,1434.2,79,22516,.301,.685,6,635,53,13,.384,1342,41,64,5975,83,1.21,39,.512,Washington Nationals,2014
168,1550,489,2,2,35,601,3.73,162,160,114,1489,0.96,162,1372,52,79,155,10,1452.0,67,23629,.314,.710,11,641,75,8,.396,1160,56,76,6112,95,1.28,62,.586,Kansas City Royals,2014
169,1512,397,4,7,41,609,3.80,162,155,128,1544,1.02,162,1353,59,63,173,20,1441.0,69,22642,.304,.707,11,670,60,10,.403,1117,34,56,5984,93,1.21,62,.574,Toronto Blue Jays,2014
170,1194,453,4,0,43,532,3.21,162,162,154,1762,1.48,162,1392,75,100,110,38,1489.2,64,23387,.311,.672,10,596,144,13,.361,1338,54,68,6215,98,1.24,67,.605,Pittsburgh Pirates,2014
171,1585,466,4,2,43,630,3.94,162,160,91,1398,0.88,162,1355,71,86,166,45,1440.2,77,23203,.313,.708,13,675,93,12,.396,1221,46,67,6096,85,1.26,61,.525,Los Angeles Angels,2014
172,1334,477,5,1,29,478,2.94,162,161,134,1590,1.19,162,1359,45,85,123,37,1464.2,62,23255,.310,.676,14,525,54,15,.366,1329,62,77,6134,100,1.25,48,.617,St. Louis Cardinals,2014
173,1403,431,4,7,32,597,3.72,162,155,130,1616,1.15,162,1344,50,116,155,28,1444.1,78,22406,.305,.700,5,627,82,18,.395,1165,41,56,6009,84,1.23,40,.519,San Francisco Giants,2014
174,1388,383,2,1,26,557,3.43,162,161,114,1552,1.12,162,1341,44,72,152,43,1462.2,72,22525,.296,.672,4,613,75,14,.377,1337,50,71,6046,90,1.18,46,.556,New York Mets,2014
175,1173,395,10,6,42,553,3.44,162,156,114,1613,1.38,162,1317,38,88,145,32,1445.2,70,22578,.297,.669,21,595,85,21,.372,1396,47,68,5932,92,1.18,52,.568,Los Angeles Dodgers,2014
176,1324,423,2,5,27,572,3.57,162,157,108,1589,1.20,162,1308,43,79,148,17,1441.0,76,23203,.299,.681,7,618,87,13,.382,1280,39,58,5965,86,1.20,61,.531,Houston Astros,2014
177,1542,477,5,1,44,604,3.74,162,161,94,1333,0.86,162,1314,46,113,175,23,1453.1,82,23817,.304,.689,10,642,88,12,.385,1355,60,87,6069,80,1.23,81,.494,Tampa Bay Rays,2014
178,1322,425,5,11,39,584,3.67,161,150,119,1429,1.08,161,1274,48,63,161,27,1432.2,80,22494,.297,.683,4,640,71,10,.386,1407,38,50,5904,81,1.19,48,.503,Cleveland Indians,2014
179,1288,407,3,6,38,546,3.36,162,156,98,1547,1.20,162,1276,46,89,134,38,1461.1,65,23319,.290,.662,14,608,137,21,.372,1431,48,67,5997,97,1.15,66,.599,Chicago Cubs,2014
180,1619,408,6,2,22,728,4.57,162,160,120,1520,0.94,162,1588,45,68,147,24,1435.0,92,23151,.330,.758,13,777,100,7,.428,1031,38,58,6212,70,1.39,50,.432,Minnesota Twins,2013
181,1349,531,8,1,16,770,4.84,162,161,143,1712,1.27,162,1528,54,74,173,32,1431.0,96,23625,.342,.784,5,818,85,4,.443,1074,24,49,6248,66,1.44,72,.407,Colorado Rockies,2013
182,1670,505,7,6,36,711,4.49,162,156,129,1338,0.80,162,1510,61,69,160,43,1426.1,95,23660,.336,.764,10,773,85,17,.428,1110,33,47,6195,67,1.41,61,.414,Texas Rangers,2013
183,1338,469,5,2,34,683,4.26,162,160,121,1558,1.16,162,1467,51,75,154,43,1444.1,98,23300,.326,.740,8,742,75,4,.414,1278,35,56,6162,64,1.34,50,.395,Arizona Diamondbacks,2013
184,1440,557,3,3,32,687,4.29,162,159,152,1569,1.09,162,1468,69,68,140,42,1441.0,89,24454,.337,.738,6,758,93,6,.401,1152,36,57,6255,73,1.41,75,.451,Chicago White Sox,2013
185,1412,458,4,3,34,613,3.78,162,159,130,1627,1.15,162,1481,49,70,114,35,1457.2,85,23264,.323,.713,5,674,109,16,.390,1190,42,64,6217,77,1.33,56,.475,Miami Marlins,2013
186,1492,462,9,5,51,648,4.01,162,157,131,1475,0.99,162,1475,42,72,127,34,1454.0,72,24182,.321,.723,13,705,111,8,.401,1244,41,57,6191,90,1.33,43,.556,Detroit Tigers,2013
187,1403,484,7,7,32,657,4.11,162,155,133,1637,1.17,162,1437,52,65,139,32,1438.2,92,23661,.323,.719,5,723,109,3,.396,1137,31,56,6154,70,1.34,57,.432,Houston Astros,2013
188,1499,482,5,3,33,653,4.01,162,159,129,1532,1.02,162,1458,47,63,154,19,1465.2,91,23778,.321,.730,4,715,87,7,.409,1213,36,54,6231,71,1.32,51,.438,Boston Red Sox,2013
189,1525,490,5,3,24,642,4.00,162,159,113,1479,0.97,162,1400,57,78,151,23,1443.0,79,23726,.318,.724,10,686,94,16,.407,1199,45,64,6150,83,1.31,43,.512,Toronto Blue Jays,2013
190,1383,521,1,2,46,619,3.79,162,160,110,1637,1.18,162,1396,69,58,134,43,1468.1,89,23682,.321,.708,13,687,115,12,.387,1255,40,56,6261,73,1.31,49,.451,Philadelphia Phillies,2013
191,1416,504,3,1,38,636,3.91,162,161,114,1523,1.08,162,1398,55,81,115,37,1463.1,89,24028,.318,.694,11,707,114,11,.376,1311,37,57,6208,73,1.30,64,.451,Chicago Cubs,2013
192,1493,472,1,5,29,547,3.38,162,157,128,1414,0.95,162,1369,37,81,121,36,1455.0,83,23335,.312,.682,17,597,100,13,.370,1301,54,67,6087,79,1.27,75,.488,Atlanta Braves,2013
193,1580,440,6,3,29,565,3.51,162,159,107,1471,0.93,162,1386,56,75,128,14,1450.2,73,23768,.310,.687,16,624,69,14,.377,1168,53,65,6101,89,1.26,58,.549,Kansas City Royals,2013
194,1427,398,6,5,38,605,3.75,162,157,87,1465,1.03,162,1392,65,85,164,23,1453.0,78,23697,.305,.700,10,664,77,10,.395,1370,48,69,6114,84,1.23,49,.519,New York Yankees,2013
195,1410,431,2,3,35,594,3.67,162,159,110,1589,1.13,162,1386,42,76,167,20,1457.2,80,23510,.307,.700,8,657,96,9,.393,1246,45,65,6106,82,1.25,44,.506,Milwaukee Brewers,2013
196,1292,464,2,6,44,581,3.56,162,156,116,1531,1.18,162,1398,58,78,135,51,1468.1,77,23781,.312,.697,8,653,95,15,.385,1450,40,63,6193,85,1.27,56,.525,Cleveland Indians,2013
197,1404,509,1,1,25,568,3.49,162,161,139,1536,1.09,162,1370,50,74,141,38,1463.2,83,23680,.315,.698,5,618,85,11,.382,1303,42,64,6170,79,1.28,56,.488,New York Mets,2013
198,1210,499,3,2,49,562,3.47,162,160,131,1766,1.46,162,1341,88,91,128,43,1456.1,74,22857,.318,.689,16,631,107,7,.371,1228,48,72,6130,88,1.26,71,.543,Pittsburgh Pirates,2013
199,1450,352,2,5,36,495,3.03,162,157,116,1528,1.05,162,1351,51,93,110,26,1470.2,66,22822,.294,.651,6,555,60,19,.358,1288,45,62,6020,96,1.16,37,.593,Washington Nationals,2013
200,1519,472,2,3,32,557,3.43,162,159,127,1537,1.01,162,1342,59,97,151,25,1461.1,66,23781,.308,.690,5,593,84,13,.382,1174,53,72,6104,96,1.24,42,.593,Baltimore Orioles,2013
201,1267,429,4,7,38,554,3.40,162,155,124,1624,1.28,162,1338,41,89,142,35,1464.2,68,23549,.300,.676,11,617,86,16,.376,1373,47,61,6075,94,1.21,64,.580,Los Angeles Dodgers,2013
202,1437,470,5,8,29,564,3.50,162,154,130,1559,1.08,162,1321,61,95,123,35,1448.2,72,22850,.308,.674,5,603,54,23,.366,1221,55,71,6069,90,1.24,44,.556,St. Louis Cardinals,2013
203,1379,462,4,4,40,523,3.27,162,158,100,1533,1.11,162,1300,46,75,117,32,1438.2,85,23274,.304,.666,7,577,116,10,.362,1284,41,49,6006,77,1.22,57,.475,San Diego Padres,2013
204,1386,389,6,8,47,564,3.50,162,154,132,1599,1.15,162,1305,57,81,133,35,1449.0,74,22447,.297,.679,12,614,107,12,.382,1211,46,64,5947,88,1.17,49,.543,San Francisco Giants,2013
205,1408,507,5,5,38,576,3.59,162,157,99,1511,1.07,162,1282,69,69,163,33,1446.0,86,23098,.309,.691,10,612,71,13,.383,1290,44,63,6067,76,1.24,45,.469,Cincinnati Reds,2013
206,1582,504,4,3,39,590,3.58,162,159,113,1380,0.87,162,1307,63,84,126,41,1482.2,64,24328,.305,.656,20,630,106,13,.351,1342,46,62,6179,98,1.22,74,.605,Los Angeles Angels,2013
207,1587,482,3,3,26,579,3.56,162,159,79,1274,0.80,162,1292,58,77,145,27,1463.2,85,24409,.300,.662,13,625,82,22,.362,1437,37,56,6131,77,1.21,65,.475,Tampa Bay Rays,2013
208,1418,406,1,7,28,524,3.22,162,155,130,1587,1.12,162,1269,48,61,147,28,1463.1,74,22531,.290,.646,6,572,100,13,.356,1244,31,52,5971,88,1.14,59,.543,Oakland Athletics,2013
209,1403,463,8,2,35,512,3.17,162,160,116,1499,1.07,162,1240,52,87,137,36,1452.0,75,22748,.295,.652,6,554,92,9,.356,1317,51,62,5974,87,1.17,80,.537,Seattle Mariners,2013
210,1560,458,4,1,38,733,4.55,162,161,147,1619,1.04,162,1591,44,77,168,31,1450.1,96,24012,.336,.770,6,788,73,7,.434,985,40,58,6257,66,1.41,50,.407,Minnesota Twins,2012
211,1327,517,15,1,33,708,4.44,162,161,139,1755,1.32,162,1545,40,82,136,52,1436.0,88,23684,.340,.763,9,760,89,5,.423,1064,35,53,6248,74,1.44,62,.457,Colorado Rockies,2012
212,1507,616,6,2,37,766,4.79,162,160,145,1576,1.05,162,1530,56,70,191,32,1440.0,111,24603,.347,.792,4,848,98,5,.445,1084,32,61,6370,51,1.49,61,.315,Houston Astros,2012
213,1428,506,6,6,35,689,4.32,162,156,122,1552,1.09,162,1465,62,55,152,33,1436.1,89,23701,.331,.746,11,749,114,3,.415,1199,32,48,6213,73,1.37,48,.451,Philadelphia Phillies,2012
214,1577,533,4,4,35,685,4.23,162,158,118,1466,0.93,162,1475,45,79,167,36,1457.2,84,24379,.328,.736,10,737,131,12,.408,1200,41,58,6298,78,1.38,74,.481,Los Angeles Angels,2012
215,1468,437,1,7,30,633,3.94,162,155,117,1487,1.01,162,1452,51,67,171,34,1447.1,77,23516,.318,.731,10,671,72,10,.413,1233,49,62,6128,85,1.31,57,.525,New York Yankees,2012
216,1488,473,3,2,32,678,4.20,162,160,147,1524,1.02,162,1438,50,80,202,32,1453.0,77,23791,.321,.749,4,709,63,6,.428,1169,57,84,6144,85,1.32,38,.525,Baltimore Orioles,2012
217,1396,478,1,4,30,702,4.31,162,158,128,1577,1.13,162,1467,42,65,174,48,1465.0,91,23969,.319,.736,5,754,89,14,.417,1297,43,66,6256,71,1.33,74,.438,Seattle Mariners,2012
218,1497,500,7,4,29,685,4.25,162,158,125,1527,1.02,162,1451,65,62,195,33,1452.0,88,23787,.324,.750,17,756,87,11,.426,1208,39,58,6250,74,1.34,54,.457,Toronto Blue Jays,2012
219,1435,485,3,6,22,651,3.92,162,156,120,1680,1.17,162,1460,60,64,176,42,1495.0,81,23914,.320,.731,9,695,48,7,.411,1218,38,67,6338,81,1.30,84,.500,Arizona Diamondbacks,2012
220,1478,458,3,4,29,618,3.77,162,158,116,1608,1.09,162,1442,54,68,152,38,1476.2,88,23792,.316,.709,11,684,87,10,.393,1209,40,58,6249,74,1.29,47,.457,New York Mets,2012
221,1513,509,4,5,35,643,3.98,162,157,129,1459,0.96,162,1424,60,89,182,24,1455.0,99,24343,.322,.730,11,723,102,5,.408,1249,40,60,6214,63,1.33,62,.389,Chicago White Sox,2012
222,1481,466,2,4,30,615,3.84,162,158,125,1581,1.07,162,1401,43,83,175,29,1442.2,88,23345,.317,.713,4,687,99,15,.397,1125,40,63,6100,74,1.29,51,.457,Milwaukee Brewers,2012
223,1407,525,2,3,43,643,3.98,162,159,106,1629,1.16,162,1407,40,76,156,31,1455.0,86,23814,.322,.725,7,700,107,6,.403,1171,40,53,6179,76,1.33,51,.469,San Diego Padres,2012
224,1492,521,4,2,41,643,4.00,162,160,112,1462,0.98,162,1380,50,81,145,64,1447.1,86,23653,.320,.710,15,691,95,13,.390,1256,41,54,6163,76,1.31,60,.469,San Francisco Giants,2012
225,1456,526,2,2,37,602,3.71,162,160,125,1583,1.09,162,1376,47,52,121,58,1460.0,100,23191,.319,.703,12,646,90,13,.384,1177,36,53,6166,62,1.30,53,.383,Miami Marlins,2012
226,1542,469,4,5,36,555,3.45,162,157,120,1423,0.92,162,1366,41,85,155,21,1448.1,76,23433,.311,.699,12,601,77,12,.387,1208,52,73,6049,86,1.27,60,.531,Kansas City Royals,2012
227,1459,405,8,6,20,576,3.59,162,156,121,1522,1.04,162,1367,48,79,142,17,1445.2,76,23136,.305,.683,3,626,95,13,.379,1236,47,68,6038,86,1.23,43,.531,Washington Nationals,2012
228,1316,451,1,7,26,555,3.42,162,155,160,1653,1.26,162,1366,64,83,112,26,1459.2,65,23213,.311,.680,3,596,39,15,.368,1254,44,64,6104,97,1.24,33,.599,St. Louis Cardinals,2012
229,1342,554,3,3,31,611,3.82,162,159,118,1461,1.09,162,1359,58,78,147,26,1441.1,70,24012,.322,.708,7,662,84,16,.386,1379,38,60,6154,92,1.33,71,.568,Cleveland Indians,2012
230,1477,524,5,5,43,613,3.79,162,157,118,1435,0.97,162,1366,47,73,156,10,1454.0,65,23990,.316,.710,9,656,133,8,.393,1294,33,57,6143,97,1.30,47,.599,Boston Red Sox,2012
231,1477,498,5,4,34,589,3.62,163,159,129,1444,0.98,163,1370,48,75,157,35,1463.1,72,23543,.313,.701,10,636,73,10,.387,1309,46,57,6146,91,1.28,68,.558,Texas Rangers,2012
232,1377,462,7,3,29,587,3.61,162,159,117,1440,1.05,162,1369,42,68,128,29,1462.2,69,24094,.308,.681,15,624,128,12,.373,1428,39,55,6119,93,1.25,63,.574,Detroit Tigers,2012
233,1530,540,4,3,42,643,4.00,162,159,106,1499,0.98,162,1332,62,63,160,43,1448.0,96,23603,.318,.718,9,689,107,6,.400,1184,39,65,6149,66,1.29,59,.407,Chicago Cubs,2012
234,1382,409,3,1,32,512,3.18,162,161,115,1588,1.15,162,1326,51,91,127,35,1450.1,66,22687,.301,.671,18,548,79,12,.370,1232,53,69,5989,96,1.20,50,.593,Atlanta Braves,2012
235,1280,460,3,7,40,524,3.25,162,155,137,1634,1.28,162,1321,43,84,127,44,1450.1,70,23293,.306,.670,12,582,63,22,.365,1292,46,65,6032,92,1.23,66,.568,Los Angeles Dodgers,2012
236,1709,428,1,6,27,574,3.56,162,156,96,1375,0.80,162,1339,35,64,163,23,1452.0,66,23282,.299,.678,7,625,87,13,.379,1183,46,67,6069,96,1.22,56,.593,Oakland Athletics,2012
237,1429,482,6,9,33,608,3.74,163,154,120,1495,1.05,163,1315,52,85,153,38,1464.0,71,23783,.305,.686,10,646,119,17,.381,1310,42,60,6083,92,1.23,69,.564,Tampa Bay Rays,2012
238,1196,515,6,3,43,533,3.26,162,159,134,1806,1.51,162,1299,70,87,101,26,1470.2,68,23127,.309,.650,11,577,95,16,.341,1261,55,70,6147,94,1.23,81,.580,Pittsburgh Pirates,2012
239,1448,435,5,5,35,554,3.38,162,157,120,1538,1.06,162,1294,66,79,170,28,1473.2,72,23217,.298,.683,10,589,70,17,.384,1296,43,59,6077,90,1.17,44,.556,Cincinnati Reds,2012
240,1369,566,6,0,43,824,5.22,162,162,119,1621,1.18,162,1637,47,73,198,61,1422.0,98,24526,.357,.827,20,890,121,7,.470,1144,36,63,6384,64,1.55,94,.395,Colorado Rockies,2011
241,1546,465,2,3,24,762,4.77,162,159,158,1667,1.08,162,1536,57,63,198,43,1438.2,96,23065,.333,.775,11,832,111,6,.442,943,35,49,6214,66,1.39,60,.407,Minnesota Twins,2011
242,1520,542,8,2,51,693,4.30,162,160,137,1448,0.95,162,1504,60,78,163,44,1451.1,90,23894,.339,.762,16,746,113,12,.423,1177,44,64,6251,72,1.41,49,.444,Kansas City Royals,2011
243,1327,540,6,3,37,721,4.56,162,159,108,1659,1.25,162,1493,48,70,173,40,1423.1,107,23863,.337,.765,6,794,131,11,.427,1170,31,50,6238,55,1.43,75,.340,Houston Astros,2011
244,1450,543,6,2,37,766,4.78,162,160,137,1646,1.14,162,1503,55,81,174,27,1442.0,94,24257,.336,.766,5,845,140,6,.430,1086,43,56,6283,68,1.42,67,.420,Cleveland Indians,2011
245,1468,495,4,5,28,655,4.09,162,157,133,1605,1.09,162,1448,55,88,133,61,1440.2,93,23673,.327,.726,9,724,88,7,.399,1113,38,60,6186,69,1.35,36,.426,Miami Marlins,2011
246,1356,529,11,6,31,754,4.70,162,156,139,1631,1.20,162,1449,66,76,190,33,1443.0,93,23684,.331,.759,12,806,127,4,.428,1176,35,57,6209,69,1.37,42,.426,Boston Red Sox,2011
247,1362,574,7,5,43,745,4.64,162,157,143,1644,1.21,162,1439,55,72,204,20,1443.2,89,23728,.335,.772,16,784,87,11,.438,1142,29,44,6216,73,1.39,56,.451,Toronto Blue Jays,2011
248,1357,417,10,4,37,626,3.93,162,158,126,1606,1.18,162,1432,51,68,155,18,1433.2,81,22789,.317,.732,12,688,48,9,.415,1200,39,59,6063,81,1.29,52,.500,Arizona Diamondbacks,2011
249,1368,525,5,0,39,682,4.22,162,162,104,1461,1.07,162,1458,31,81,169,20,1453.2,79,24853,.326,.740,12,733,123,9,.414,1402,44,73,6245,83,1.36,57,.512,Milwaukee Brewers,2011
250,1468,573,5,1,36,708,4.51,162,161,121,1506,1.03,162,1399,65,56,175,36,1413.2,101,23560,.335,.759,12,759,125,9,.424,1128,28,49,6140,61,1.39,44,.377,Chicago Cubs,2011
251,1411,438,6,9,45,596,3.75,162,153,112,1426,1.01,162,1409,42,74,151,35,1430.2,74,23627,.314,.716,12,670,131,8,.402,1318,40,56,6045,88,1.29,46,.543,Detroit Tigers,2011
252,1312,436,4,4,43,603,3.71,162,158,130,1722,1.31,162,1420,50,105,134,28,1462.2,74,22876,.313,.700,8,648,56,10,.387,1218,42,64,6158,88,1.27,46,.543,St. Louis Cardinals,2011
253,1406,431,9,6,28,617,3.84,162,156,115,1480,1.05,162,1401,49,87,190,32,1445.1,67,23181,.311,.730,11,668,90,9,.419,1318,51,64,6085,95,1.27,53,.586,New York Yankees,2011
254,1531,481,6,1,36,642,3.90,162,161,131,1603,1.05,162,1433,53,67,184,36,1483.0,69,24233,.315,.718,3,705,63,10,.403,1177,55,73,6278,93,1.29,34,.574,Baltimore Orioles,2011
255,1398,409,3,5,56,618,3.83,162,157,98,1446,1.03,162,1387,44,78,178,33,1451.1,81,23028,.306,.713,13,680,99,11,.407,1385,42,61,6072,81,1.24,30,.500,Philadelphia Phillies,2011
256,1483,488,3,7,30,651,4.09,162,155,115,1465,0.99,162,1368,40,66,161,29,1434.0,88,23377,.315,.716,11,709,97,13,.401,1240,36,55,6086,74,1.29,40,.457,New York Mets,2011
257,1451,446,8,7,27,639,3.99,162,155,115,1465,1.01,162,1378,41,60,175,15,1442.0,69,23493,.309,.716,10,707,106,10,.408,1286,43,52,6067,93,1.26,53,.574,Texas Rangers,2011
258,1501,503,9,6,41,646,4.02,162,156,129,1415,0.94,162,1365,68,65,186,29,1445.2,77,23770,.319,.724,15,676,104,11,.405,1246,37,57,6098,85,1.29,66,.525,Chicago White Sox,2011
